資源標題,年級,科目/單元,資源連結,doctype,內文
六下國語第七課任務單,,,https://drive.google.com/a/junyiacademy.org/file/d/1P1sTktpgfM5qomazrdmO_wDpKQFysy_b/view?usp=drivesdk,doc,分享康軒國語六下第七課自學任務單
寫作可以這樣玩~創意寫作10堂課~恆春鎮僑勇國小周淑琴,,,https://drive.google.com/a/junyiacademy.org/file/d/11LKhW_B0pOE0Lj-UfHgeeoKTvl8tVbOb/view?usp=drivesdk,doc,"這是恆春鎮僑勇國小今年五年班群所做的寫作課實驗。
去年聽了溫老師的演講備受感動，回校後自己拿班上的孩子來實驗，效果和迴響都很棒，故下學期邀請了班群的老師們，每星期各班挪一節課來實施寫作實驗，孩子們的創意與思維迴路讓老師們驚艷不已。
我們還要起步當中，歡迎各位老師提出建議，讓國境之南的教育環境
更加優質。"
103(1)國語百綱3上習作-霹靂教法P101,,,https://drive.google.com/a/junyiacademy.org/file/d/1HRBcufkGLoOZW_o1UFtIRXWzDPQscNiK/view?usp=drivesdk,pdf,習作2
103(1)國語百綱3上習作-霹靂教法P99,,,https://drive.google.com/a/junyiacademy.org/file/d/1ymn6UsGBGpaEIFzBkRNHOY5qiXbQ_YsB/view?usp=drivesdk,pdf,習作1
小國五上備課party390-392第十一課,,,https://drive.google.com/a/junyiacademy.org/file/d/1cvwo6FVo2UX4OL1B9zeHqFN0JZ7U7-rt/view?usp=drivesdk,pdf,五年級
103(1)百綱小國3上教冊-備課PARTY-03第八課,,,https://drive.google.com/a/junyiacademy.org/file/d/1zlzL1hfEQlgge4cwZvua4oEd7YgW61Up/view?usp=drivesdk,pdf,三年級
103(1)小國1上1上教冊PARTY-第二課,,,https://drive.google.com/a/junyiacademy.org/file/d/1D2cp2nWVtl7P-W97rc4Nc71LM6IJDFeF/view?usp=drivesdk,pdf,一年級
戶外教學也可以5W1H,,,https://drive.google.com/a/junyiacademy.org/file/d/1jHuFYf-LecnhmiGwI-s-CWI0s51HnsTi/view?usp=drivesdk,docx,"［戶外教學長作文再一發］
這是上學期(四上)的戶外教學所使用的，也是5W1H的寫作引導第一篇。

因為上學期配合教育部計畫的關係，有幸能夠帶孩子進行兩天一夜宿營野炊的活動，所以上學期的引導單的最後，除了要孩子把日記再精進成作文外，最後是讓家長針對這次活動的回饋，大部分家長都寫得滿滿的，甚至還有寫完背面的A4，沒想到孩子一聽到家長也有作業，非常興奮，而且也意外讓我發現，這間接也算是一種親子共做啊！

(因為兩天一夜的露營，要離開家裡，住帳棚，小組野炊，只能擦澡，所以孩子的回應也很棒，我再找找上學期的文章照片，補充上傳)"
校外教學--寫作提示和範文欣賞,,,https://drive.google.com/a/junyiacademy.org/file/d/1BtkuWPhVeRPpcKvywS8kEX5U3z_ahxKJ/view?usp=drivesdk,doc,"看到紹恆老師提供的戶外教學寫作引導,覺得很棒!
之前剛帶三年級的小朋友寫戶外教學的作文時,也做了初淺的引導, 還有繕打了一些蒐集到的小朋友文章!
提供各位老師參考!"
戶外教學也可以5W1H(4下),,,https://drive.google.com/a/junyiacademy.org/file/d/12a4cEbR-EDahR_sKh-YZ9qdRfUDYE970/view?usp=drivesdk,docx,"好煽情啊，這應該是(2.4.6年級)的最後一次的戶外教學，特地因應學校的戶外教學地點，整理得簡單的提示單，裡面的地點跟事件應該抽換掉就可以通用了。

可運用的語詞，則用了陳安如老師的［假期生活篇］的魔法語詞為主，再加上刪減添增幾個適合的詞語，不知道這次的作文會如何！
感覺自己的引導功力還有很大的進步空間啊！"
如何製作拉密,,,https://drive.google.com/a/junyiacademy.org/file/d/1fpZbsPtMMuX7gfjcsFQNwFY7393kN3_g/view?usp=drivesdk,ppt,"拉密製作方法,如有不盡詳細的地方.請多指導!!"
楓和風,,,https://drive.google.com/a/junyiacademy.org/file/d/1HqtD1pJNCVsEAdnSsagRplvnw2ZVuHQv/view?usp=drivesdk,doc,【楓和風】
南一六下國預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1ICN_m4gKgkm9lTnHo_9uAIdI6uSYkELD/view?usp=drivesdk,doc,"@學步溫老師的心得@
自從受了溫老師的“感照”之後，一直想做點什麼，但溫老師的東西真是“博大精深”，又不確定自己能否做到、學生能做到多少……想的多、做得少，因此遲遲沒有“下手”。
這學期初看了許多老師的做法，突然覺得：想那麼多做什麼?做就對了!至少找一個部分先try try看。
於是，選了“課文預習單”開始。
因起步較慢，而且功力不深，所以沒能像一些厲害老師將整學期事先做完，我是隨課做。
我們的版本的南一六下，試行了幾課，心得如下：
1.首先的第一課，是古典詩詞，課文深究的部分透過預習單真得有比較“深究”，但“長作文”的部分，很佩服溫老師的作法，所以很期待讓小朋友嘗試，但是…，結果出來…不如我預期，我檢討了一下，應該是引導語的部分出問題……啊!這就是我和溫老師不同的地方了，引導語真是個考驗功力的地方。
我在寫引導語時就一直思考要如何讓學生“有畫面”，但初處女秀算是失敗啦!
2.不過，本姑娘是愈挫愈勇，不放棄繼續進行第二課、第三課…
結果…………
(1)我覺得，透過預習單，學生的學習真得變主動了，他們與課文更“接近”了。
(2)課堂上的討論變熱烈，學生的眼神比以很更閃亮。
(3)學生比較會去思考文章所要呈現的意涵及所謂的“言外之意”，這一點在我們上到第三課「魯冰花」更明顯了。他們不再只有關注劇情，覺的歌還不錯聽…而是較深刻的體會到作者所要表達的意念及想法，也隱約可以感受到他們被激起的“熱血”，讓我有些感動及增加了感就感。
(4)預習單裡也有附上要實行的“從課文長作文”的活動，我很同意溫老師提倡的，多讓學生“寫”，而先不要太在意他們寫的“內容”是否精采。因此，我儘量每一課都設計一個“長作文”的活動，讓學生習慣“寫”。經過這幾次，學生似乎有比較習慣“寫”的動作，而且，由於我“不太修改”學生的作品(只挑錯字及加上一些連接詞、替他們斷句…)，學生反而更“放手”去寫，寫的速度及量都有增加，而且寫作對他們來說壓力反而變小，而不需“精改”也大大降低了我們老師“改作文”的“恐懼”及壓力。
(5)預習單我愈寫愈順也愈快。說實在的，不是只有學生在學習，透過出預習單，我自己也更接近課文。也透過與學生的課堂討論，讓我對課文的想法更完整也較多元。(真是教學相長啊)
在此附上本人的粗淺設計(南一版六下國語預習單)，請各位先進賜教!感恩!"
環島旅遊大富翁-修正稿,,,https://drive.google.com/a/junyiacademy.org/file/d/1YofWdQ450SJ2y4Hcl4EmTPsg7mOpPUJv/view?usp=drivesdk,pdf,翰林國語L1-L4課文複習-環島旅遊大富翁
短文自評表,,,https://drive.google.com/a/junyiacademy.org/file/d/1r_6jNdnAEQC51HhOrYZ8eSifvCcWRuSI/view?usp=drivesdk,doc,"回應Cheng-Hsuan Chen老師：
這裡是自評表，看完兩個同學的建議後，自己修改錯字、標點符號，再檢查一遍可以加強的地方。"
短文互評表(勾選版),,,https://drive.google.com/a/junyiacademy.org/file/d/1MYCLZr2rR0w0iTFWjenSFTk4P9MJ78L2/view?usp=drivesdk,doc,"回應Cheng-Hsuan Chen老師：
這裡是互評表的勾選版，因為第一週採用選擇題，發現只能選一項，後來改版用勾選，小朋友能有更多判斷的選擇。再加上示例後，對於改寫句子會比較有明確的方向！"
短文互評表_選擇題版_,,,https://drive.google.com/a/junyiacademy.org/file/d/137y6JuTbSHNoIlKk2G2GKkXYjOmyyxq8/view?usp=drivesdk,doc,"回應Cheng-Hsuan Chen老師：
我每週一讓孩子回家寫一篇短文，週二與同組組員以順時針方向交換互評，週三再換一本互評，週四拿回自己的修正並自評，週五才輪到我看短文。我發現錯字少很多，而且可以看見孩子們給同學的小小創建！"
日記,,,https://drive.google.com/a/junyiacademy.org/file/d/1KfVVotrsCgNxEYYePn4MJaWRL8Yzfge_/view?usp=drivesdk,ppt,"這學期，開始推動每天寫日記的活動，希望藉由基本的日記寫作讓學生能夠從基礎中學習表達自我感受、訓練基本的語文能力。但是，一直抓不到正確的方向來指導學生，總是跟學生說，寫出每天自我感受、心中的想法或是課堂中所學習到的任何事物，都可以當作日記的題材，一一記錄下來！

從一開始的不限定字數〈有些學生便鑽漏洞，時而偷懶，兩行便也交代過去〉，進而規定每天所需的行數〈寬格筆記本五行〉。但，每天固定的日記寫作，學生們似乎也會遇到抓破頭也想不到寫作題材的窘境。於是乎，便開始想阿想，到底怎樣來引導學生呢？

先報告一下目前寫作狀況，程度中等以上的學生總是能洋洋灑灑的將日記完成。有時是心情抒發，藉由寫日記來跟老師吐吐苦水，甚至有些會傾吐心中秘密、家中目前遭遇的困境、面對的難題，希望老師能給予意見與協助，日記，變成了我與學生之間密不可分的聯絡管道！透過日記寫作，的確拉近了師生之間的距離，讓心更加密切！

但是，程度中後的學生總是面臨到不知該寫什麼好、或是流水帳的交代一天例行公事─起床、刷牙洗臉、吃飯、睡覺！為了改善他們的狀況，便節選幾篇流水帳、紀錄無關緊要事件的日記，希望藉由課堂上的討論，讓學生知道該寫些什麼？這個地方還可以再加入些什麼？可以怎樣寫會更棒？

舉例說明：【學生甲 ─ 日記一篇】
今天是星期五，因為老師說今天去練國語課本的台詞，所以老師給我們利用早上社團時間去練國語課的台詞，然後我們這一組的一直改台詞，讓所有的人都覺得很好笑，在三十分鐘的下課時間老師叫我們去跑四圈操場，因為我的功課都改完了，所以就可以下課了。

引導討論：
1 、覺得讀完了這篇日記，你覺得讀起來的「滋味」怎麼樣？
2、你發現到這篇日記有什麼問題嗎？
3、有哪些語句不通順的地方嗎？該如何做修改呢？
4、如何讓這篇日記讀起來更有滋味呢？

不知這樣的做法，有何不妥？有何需要再改進的地方？真切的希望老師們可以給我意見，讓我在指導上能夠更有效率。

附件是節選出來與學生作共同討論的日記ppt。"
經濟議題社會科讀寫合一六年級,,,https://drive.google.com/a/junyiacademy.org/file/d/1uOHFlt9JoHr-Cb5UMIW1q_oA0YJP7cXy/view?usp=drivesdk,doc,"社會科如何「讀寫合一」？
看到甄古錐老師PO了一篇五下社會科「經濟議題」的教學，當年我教的翰林版是放在六年級，一系列的教學，我們玩得很徹底也很興奮，當然我也不放過「讀寫合一」，每個活動都搭配寫作，這些教學紀錄因為無名部落格關門，溫老師將其改至痞客邦後，幾乎半毀或全毀，找出其中一篇，看看吧！(文章很長，不能看完就先下載下來唷！)"
小亨利,,,https://drive.google.com/a/junyiacademy.org/file/d/1XRKMN0jvDiHX66y5MJ4ecK_uyZLkAIG3/view?usp=drivesdk,doc,小亨利一年級一開始的版本
小亨利1,,,https://drive.google.com/a/junyiacademy.org/file/d/1GaUdvzPTDTIDR2xwG1MH2qXX39Nw8S4H/view?usp=drivesdk,doc,小亨利電子檔
5W1H新詩轉記敘文之雨落在高雄的港上,,,https://drive.google.com/a/junyiacademy.org/file/d/1k5zLAkOHR6N6WqOpS76jJmWSlqZpcw9N/view?usp=drivesdk,docx,"哈囉大家，終於開始了本學期第一次分享檔案囉，經由上次備課趴老師們給予的靈感，這次想要讓孩子嘗試新詩轉換記敘文，利用文本是南一四下第二課，雨落在高雄的港上。
從小時候學過［車過枋寮］這一課開始，就對余光中老師的文字印象深刻啊！這次在課文中也特別喜歡這一首，配合5W1H的結構分析，明天兩節國語，就來把這表格再次完成，並且一起練習新詩轉換記敘文喔！

這張表格是已填入答案版，明天給學生的表格，內容的部分當然要空白啦，利用半節課的時間，做課文結構的統整歸納，剩下半節全班共同接寫第一段，第二節再放給孩子自行創作(這是計畫，明天就來看看計畫能不能跟上課堂間與學生的化學變化，哈哈)

寫作提示，可以自行修改沒關係喔！
還有如果把新詩轉換記敘文的標題拿掉，好像也可以做單純的課文結構預習啦。
(算盤都打好了)"
國語第4課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1QdZiaLwPcvEgS8v836i8jnPzniHb9tti/view?usp=drivesdk,docx,"翰林三上第四課 用膝蓋跳舞的女孩~預習單,除了課文提問，因為語文花園中介紹了六個肉部的字。於是想到在預習單背面印人像圖案，讓小孩把字標出位置，還要另查四個在身體上的肉部的字。(三個不同卡通圖案是可以讓他們自己選~呵)"
標竿人物專訪--雷文霍克(實作版),,,https://drive.google.com/a/junyiacademy.org/file/d/1z06y7ooVpz2QERw70WuVVNzk5gcHG2n_/view?usp=drivesdk,doc,"根據訪問稿的寫作提示,再衍伸出""實作版"",希望藉由老師提供的範本,讓三年級的小朋友能""入門"",慢慢練習寫出何謂""訪問稿!"
用膝蓋跳舞的女孩--課文分析表(教用版),,,https://drive.google.com/a/junyiacademy.org/file/d/1OUEso-gzzfpcLm7KVqhyVKcb7aNmyFqi/view?usp=drivesdk,docx,翰林三下第四課--用膝蓋跳舞的女孩
小小願望能實現--課文分析表(教用版),,,https://drive.google.com/a/junyiacademy.org/file/d/1a6uqFKSE57d8KalpHAoMysB1Ldsl5zLr/view?usp=drivesdk,docx,"加上""大意摘寫""的內容"
小小願望能實現--課文分析表(學用版),,,https://drive.google.com/a/junyiacademy.org/file/d/1czhCapJHQIPPmwzGsHe5bjY041wMFT62/view?usp=drivesdk,docx,翰林三下第三課小小願望能實現(課文分析表學用板)
沈芯菱的介紹,,,https://drive.google.com/a/junyiacademy.org/file/d/14g7oHcfim25seHMwG8dJiy4-cyY_k5hy/view?usp=drivesdk,doc,翰林三下第三課小小願望能實現(沈芯菱的相關補充資料)
標竿人物專訪--沈芯菱,,,https://drive.google.com/a/junyiacademy.org/file/d/1QJyL_xcGiC8mI-qF5P19_ajaGzN5wy4D/view?usp=drivesdk,doc,翰林三下第三課小小願望能實現(標竿人物專訪沈芯菱)
雷文霍克的相關介紹,,,https://drive.google.com/a/junyiacademy.org/file/d/1fMXT5ty4jrJpd7Fqsh2vA43UoJRGVKkO/view?usp=drivesdk,doc,翰林三下第二課發現微生物的人(雷文霍克的相關資料)
標竿人物專訪--雷文霍克,,,https://drive.google.com/a/junyiacademy.org/file/d/1LOaE1_v3XQgvBEK8ax58DVilpA8_6xG7/view?usp=drivesdk,doc,翰林三下第二課--發現微生物的人(標竿人物專訪雷文霍克)
寒假寫小說心得,,,https://drive.google.com/a/junyiacademy.org/file/d/1PUDRqTqOBgDkfjPYEOwQKMJ369I7CHtm/view?usp=drivesdk,doc,"溫老師有交代要po心得~~
""老師交代的作業一定要完成""~~
本來想簡略說一下班上寒假寫小說的情形~~
結果不知不覺好像寫太多了~~
擔心貼在動態訊息會""樂樂等""~~
所以改寫在word檔裡~~

嗯...一點小小的分享~~
真的沒有做的很好~~
但是給想派這項作業但還沒有勇氣做的老師一點信心~~
相信無論老師或學生都會很有收穫的!!!!"
鰲鼓濕地學習單1,,,https://drive.google.com/a/junyiacademy.org/file/d/1wzBqkg0DGo28r24_znpfufkij01yKPws/view?usp=drivesdk,docx,"搭配四年級黑面琵鷺課文，進行鰲鼓溼地戶外教學
設計鰲鼓溼地介紹與鳥類辨識口訣學習單
希望在戶外教學後能夠進行鳥類的口訣與小詩的創作"
我的夢想--標竿人物專訪沈芯菱,,,https://drive.google.com/a/junyiacademy.org/file/d/1s5WhlLk7HtI4WKfyHrbUAlrDjO1pv9it/view?usp=drivesdk,doc,"參考溫老師的標竿人物專訪改好的學習單~~
用在康軒六下第二課我的夢想(沈芯菱)這一課~~
我們另外買了她<100萬的願望>當共讀書目~~
所以對她的了解更是深入了~~
希望可以讓老師們派上用場~~"
國語第3課課文分析表教用,,,https://drive.google.com/a/junyiacademy.org/file/d/1GrTnRAOajt9ZEIl7SHqmp-eShkDan79m/view?usp=drivesdk,docx,翰林三上第三課 小小願望能實現的課文分析表(教用版)  後面還有提問及延伸寫作~
國語第3課預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1YXLN0hashoFQYt1VqbjqcMYV2lUwejjH/view?usp=drivesdk,docx,"翰林三上第三課的預習單出爐~跪求意見,快拿您的金玉良言砸開到我混沌的腦子吧~~ 

課文內容如下

「買氣球喲──」記得我還沒上小學的時候，就幫忙在地攤上賣氣球。當時我許下一個小小的願望，要賣出很多很多氣球，增加爸媽的收入。我努力的叫賣，拉著氣球蹦蹦跳跳的跑著，真的有很多人來跟我買氣球。

爸爸說：「再窮，也要讓孩子讀書。」於是，我們會一起去買些二手書。我常一邊顧攤子一邊讀書，遇到不懂的字，就問買東西的客人，他們都會很熱心的教我，還說我是乖小孩。當時心裡有一種「感恩」的心情，暖呼呼的，讓我有了一個小小的心願，想要去幫助和我一樣窮苦的小朋友。

後來我開始上「電腦」課，覺得很有趣，一直想要有一臺電腦，卻不好意思開口。媽媽知道後，變賣她珍藏的玉珮，實現我的願望。我到圖書館借了許多書，還上網看了一些免費的程式教學，認真的自學，越學越有心得。
　　
升上五年級，電腦課程已經學得不錯，媽媽又湊錢幫我買了相關的設備。六年級時，開始架設「安安免費教學網」，把一些小學生能夠自學的內容，放在網站上，我真的當上好多人的小老師。

感謝爸媽，感謝大家，雖然我年紀小，但我知道只要努力去做，願望都會實現！"
五下翰林第三課潮起潮落課文內容,,,https://drive.google.com/a/junyiacademy.org/file/d/1KdCRSe7GglLAfz3ptQ0FiJOZqYxWunFr/view?usp=drivesdk,docx,"不好意思，第一次在趴裡發言。
我正在備「五下翰林第三課／潮起潮落」，這是翰林版新加入的文章，文體歸為記敘文，但文章裡頭卻安插了三段很像說明文的段落（課文內容請見附件），個人認為這三段占全文的比例不算小，加上這三段裡還提了一些自然科學的專有名詞（我預估孩子可能不懂潮汐現象），讀起來，這三段似乎是本課的重點，因此我感到困惑：
不曉得是否該把一部份的教學重點放在介紹潮汐，才能讓孩子更明白養蚵人如何順應天時。
還是說，就把這自然現象交給自然老師用自然課做更深入的說明？或請孩子額外找資料做補充教材？而我就以文學的觀點略微帶過，而不做深入探討即可？
我對這課有鬼打牆的感覺，感覺我對這課有著誤解，因此在此提出來向夥伴們求救。
謝謝閱讀。"
垃圾變少(餐具篇),,,https://drive.google.com/a/junyiacademy.org/file/d/1KLXIUVVcYzH4cdJRJ6nXXggQ8RnC6VwE/view?usp=drivesdk,docx,"二年級翰林生活C1垃圾減量，我做了一個周末餐點垃圾的統計表格，搭配指引所給的""給家長的一封信""，大家可以就自己的上課進度調整表格喔!"
康軒六下國語  預複習單(1-12含統整1,,,https://drive.google.com/a/junyiacademy.org/file/d/1h2vF4kDhzkEZz17h4IF9Yk_lCRZZ3Obu/view?usp=drivesdk,docx,"這學期本校使用康軒版六下國語，
簡單從教學指引中整理了理解跟複習用的資料。
有需要的老師請自行下載，也請大家不吝指教錯誤的地方。
謝謝大家！
p.s：第一次po文，好緊張唷！"
課文形式結構表(102學年度南一四下)L1坐捷運,,,https://drive.google.com/a/junyiacademy.org/file/d/1umWOVFEKacioo1Qf1aEyxqiFdS4todc7/view?usp=drivesdk,doc,"呼！千呼萬喚始出來！
寫出來之後發現，自己無法面面俱到，因為我跟指引所引導的方向不一樣，想請各位前輩能夠指點迷津，討論一下這一課您會如何引導呢？謝謝！"
一下第四單元說故事備課,,,https://drive.google.com/a/junyiacademy.org/file/d/1-rySpgFAsDa1U2BYp7L-XToJS_vq31Sf/view?usp=drivesdk,doc,溫老師提供的寫作故事結構表，正好可以用在翰林一下第四單元「說故事」的讀寫結合。使用翰林版的老師有福了。
第一課 墾丁風情-預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1cBDbt2OtlwHPGn-erGqTf0KHB4v7RVVu/view?usp=drivesdk,doc,翰林六下第一課墾丁風情預習單
第三課 永遠的譚爸爸-預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1feJFn0Adxwu0h9XcO71VZp6r4A_kYVvh/view?usp=drivesdk,docx,翰林四下第三課永遠的譚爸爸
翰林四下-黑面琵鷺,,,https://drive.google.com/a/junyiacademy.org/file/d/1uCaU_Bfgx6GjZYDcDtGfQooFwXaQoVkk/view?usp=drivesdk,docx,翰林四下第一課黑面琵鷺之歌
第二課 勇敢的小巨人-預習單,,,https://drive.google.com/a/junyiacademy.org/file/d/1OjWwcfhreiMCaBNGVrTuwerQZmCWzMwu/view?usp=drivesdk,docx,謝謝燕雪老師的拋磚引玉，以及美玉老師熱情分享後，我依自己上課需求先做了翰林四下1-3課的備課內容。一直想要一課一重點的方式進行分析，但還是能力有限，只能盡力而為了。分享我的備課學習單，獻醜了!請大家給我指教!
預習單_作業單4,,,https://drive.google.com/a/junyiacademy.org/file/d/1_mQOGCd_0uGgICtLjEwrNS45voqVc5B8/view?usp=drivesdk,pdf,康軒五下 04引人注目的GOOGLE預習作業單
引人注目的GOOGLE標誌,,,https://drive.google.com/a/junyiacademy.org/file/d/1_9amN_frAAD_HWTw_i-715ZZa-u30m0p/view?usp=drivesdk,pptx,Tina Yun 老師，您拋出的玉引出了我的磚，五下 04引人注目的GOOGLE標誌以供參考，也歡迎其他老師的加入。
評量,,,https://drive.google.com/a/junyiacademy.org/file/d/1Nvem599W9SSkKIS6WU7HHZw7syj2X8Tp/view?usp=drivesdk,pdf,"參考溫老師與熱血阿茵的資料
康軒五下02從從容容 穩穩當當，備課
供大家參考"
作業單,,,https://drive.google.com/a/junyiacademy.org/file/d/1XSdCf6aTTcJJsSjeWXv4Wx1qdMx0qWlS/view?usp=drivesdk,pdf,"參考溫老師與熱血阿茵的資料
康軒五下02從從容容 穩穩當當，備課
供大家參考
配合PPT的作業單"
從從容容  穩穩當當,,,https://drive.google.com/a/junyiacademy.org/file/d/1rR8DzE8b-2bQncJm1DCm8TfQHVA4-_C9/view?usp=drivesdk,pptx,"參考溫老師與熱血阿茵的資料
康軒五下02從從容容 穩穩當當，備課
供大家參考
請從這個PPT開始"
作業單,,,https://drive.google.com/a/junyiacademy.org/file/d/14SM5-Rvty4NjAoKIQ1uxhhmZVaODoYuW/view?usp=drivesdk,pdf,"康軒五下01明日歌
備課
配合PPT的作業單"
努力請從今日始,,,https://drive.google.com/a/junyiacademy.org/file/d/1OGIcgz0b718zOdajptyZw9maPnb75fIR/view?usp=drivesdk,pptx,"康軒五下01明日歌
備課
請先從這個檔案開始"
紐伯瑞大獎整理,,,https://drive.google.com/a/junyiacademy.org/file/d/1hwYWq3P9IjQ7bUhmsBTbdAor6yYBeuc1/view?usp=drivesdk,doc,"拜讀完溫老師的書後，
很認真的上網搜尋了不同出版社的紐伯瑞文學獎書籍，
準備有閒錢慢慢購入。

如果有漏網之魚，再麻煩老師們補上"
國語第2課課文分析表,,,https://drive.google.com/a/junyiacademy.org/file/d/1CdTimQJ3drAGZ63EHfewj-DYr6GP6jFz/view?usp=drivesdk,docx,"拋磚引玉之野人獻曝~~在趴上看了許多老師的分享,學習到許多工夫,寒假中先試著分析翰林三下國語第二課""發現微生物的人""~,還請各位老師不吝指教,

課文內容如下

幾百萬年來，微生物天天和人們生活在一起，可是人們卻不知道它的存在。直到荷蘭人雷文霍克（Antony Van Leeuwenhoek，一六三二～一七二三），應用自己做的簡易顯微鏡發現了微生物，這個祕密才被揭開。

雷文霍克從小生活困苦，十六歲就在一家店裡當學徒。他每天除了招呼客人、搬運貨物，還要幫忙清理屋子。雖然工作很忙碌，他還是常常利用晚上研讀有關自然和科學的書；同時也向附近的眼鏡師傅學習磨鏡片的方法。

後來，雷文霍克聽說運用凸透鏡片，可以看到眼睛看不見的東西，就更加賣力的從事研究。他試著磨出同厚度、大小的鏡片，放進自己設計的觀察工具當中，最後終於做出可以放大兩百七十倍的簡易顯微鏡。他利用顯微鏡觀察不同的東西，常常都有新的發現。西元一六七五年，他透過顯微鏡，在雨滴中看到一個奇妙
的顯微世界，高興得大叫：「原來一滴小水滴裡，住著這麼多可愛的小生命！」就這樣，他成為第一個發現微生物的人。
　　
從此，雷文霍克更加努力研究顯微鏡，為大家打開了顯微世界的大門。"
我們5年級全班寫小說,,,https://drive.google.com/a/junyiacademy.org/file/d/1Z15JuSyueK_XBaHrSxAMj-bYEGgPYLjt/view?usp=drivesdk,pdf,"各位先進們,新年快樂囉,拜讀完溫老師的秘密武器2全班寫小說後,做成的心智圖,請指教"
102四下國語課文內容,,,https://drive.google.com/a/junyiacademy.org/file/d/19XbiPCp6BKbA8u-HN9iEOdZleFk2pMZH/view?usp=drivesdk,docx,大家新年快樂，趁有空打了四下翰林版第一課黑面琵鷺的課文內容及課文閱讀學習單，供有需要的各位參考，如有不正確的地方再請修改，謝謝。
南一四上L8遊子吟小書教學,,,https://drive.google.com/a/junyiacademy.org/file/d/1hPR640eR57ebyiqorLcUOjx-gmUy14h-/view?usp=drivesdk,doc,"這半年從溫老師和來自各地前輩們的分享中受益良多
使班上的國語課不再單調、枯燥乏味
拾人牙慧的我也來貢獻一下
請大家多多指教^___^"
完璧歸趙由課文長作文,,,https://drive.google.com/a/junyiacademy.org/file/d/1F8HwVB642OPOdnE8HVq9f02ndmJ3ElLI/view?usp=drivesdk,doc,"每每在這個園地看到學員分享的作品都是那麼的精彩
所以遲遲不敢將我的作品呈上
今天在溫老師的鼓勵下
將四上康軒版第十四課完璧歸趙劇本改寫成作文
分享出來"
神秘的入口通往哪裡,,,https://drive.google.com/a/junyiacademy.org/file/d/1wia-nG3ROOPPiKNRhFLKCFsuQEFgW9us/view?usp=drivesdk,doc,"寒假作業
參考張友漁老師的【糟糕，我扮鬼臉了】"
1314跨年祝福,,,https://drive.google.com/a/junyiacademy.org/file/d/1HUczTB4JinRNKqEaY9K8JpwauND7pbA4/view?usp=drivesdk,docx,"附檔修改自郭宜珈老師跨年祝福
...我只是改成直版,一張A4可以印成3張說明單(較環保)
本來想說來不及出這項作業~
但我實在太愛了!!
所以決定--1-3-1-4下週分成四天讓孩子寫在小日記
這樣一天一小則~孩子負擔不會太重...
而且重點是---快期末考了~
家長會認為快考試了,老師還出這種""有的沒的""作業?!
哈!~這也是可以列入評量卷問答題喔!~
取代小朋友都背寫得快爛掉的""造句""
會完整回答一個問題不就是""寫""的評量嗎?"
2013~2014  新年快樂2,,,https://drive.google.com/a/junyiacademy.org/file/d/1KcO2XJua8pdlr0bpWjGQ9Hw-nhSLp-n_/view?usp=drivesdk,doc,"常常在這裡挖寶...真的謝謝大家!
也常常思考著...我可以分享什麼?

這張我在12/31給孩子寫的...同事們說不錯...所以我在po上來大家看看.
過去的一年...改變+感謝
新的一年...心願+祝福

分享給大家看看嘍!
祝大家新年快樂..."
四上期末比較表格,,,https://drive.google.com/a/junyiacademy.org/file/d/1eXchPldE9TnOW_cmDreYdBVZJJsVZFkZ/view?usp=drivesdk,docx,"大家好，好久不見
期末考將屆，整理了表格給孩子，
這是四上社會(翰林版)的表格，主要是名勝古蹟，以及民俗節慶與活動的部分。
可以嘗試在課堂上共同討論，也可以讓孩子回家自己複習。
更大膽的嘗試是，課堂上可以討論一兩格，
剩下的回去＂自己畫格子，自己寫內容＂(最初的構想是如此)"
愛的種子大集合,,,https://drive.google.com/a/junyiacademy.org/file/d/1LvqvSg1M-zQuv1zM1tnwB8OBwglMg7h5/view?usp=drivesdk,doc,"2014年的第一天,從""蛋老師""和""佳諺老師""那得到的好點子,重新設計一張適合我們班的活動單!放完元旦假期,準備來好好讓班上孩子散播""愛""~~也提供有興趣的老師們參考一下!"
夢想中的家寫作教學引導單1230,,,https://drive.google.com/a/junyiacademy.org/file/d/1e32VCgHRKOFiiq3nA4z5cK2QoOuVGbjB/view?usp=drivesdk,docx,"配合國語領域第七課『玩泥巴』課程，
讓孩子們發揮想像力寫了一篇夢想中的家短文，
引導單放在附件中，
文章內容如下："
See Your Power 看見你的影響力_竹中國小_林佳諺,,,https://drive.google.com/a/junyiacademy.org/file/d/1H9AUa8C9u8SVXt80Wi4BcqQHd-FtV2VJ/view?usp=drivesdk,pdf,"很榮幸有老師問我【See Your Power 看見你的影響力】給孩子們看的影片是出自何處，因此，我便將完整的教學流程整理出來，分享給各位老師。
由於檔案較大，無法直接附加於下，因此，在此附上教學流程，留言處附上完整檔案載點(檔案中包含：教學流程、臺灣輪廓圖、兩部影片及350的照片。)。

若有可以更好的部分，還請各位老師不吝指教！"
